time,gyro_x,gyro_y,gyro_z,absolute,activity
0 days 00:10:24,-0.267,-0.0421,-0.206,0.34,walking
0 days 00:10:24,0.449,0.339,-0.0354,0.564,walking
0 days 00:10:24,1.23,0.769,-0.0551,1.45,walking
0 days 00:10:24,2.21,1.02,-0.292,2.45,walking
0 days 00:10:24,2.87,1.3,-0.766,3.24,walking
0 days 00:10:24,0.98,-0.458,-1.27,1.67,walking
0 days 00:10:24,-2.2,-1.22,-0.922,2.68,walking
0 days 00:10:24,-2.92,-0.2,-0.481,2.96,walking
0 days 00:10:24,-1.54,-1.11,-0.645,2,walking
0 days 00:10:24,0.148,-1.96,-1.18,2.29,walking
0 days 00:10:24,0.821,-2.04,-1.24,2.52,walking
0 days 00:10:24,0.763,-2.33,-0.943,2.62,walking
0 days 00:10:24,0.465,-2.55,-0.706,2.68,walking
0 days 00:10:24,0.111,-2.75,-0.701,2.84,walking
0 days 00:10:24,-0.36,-3.25,-0.791,3.36,walking
0 days 00:10:24,-0.823,-1.55,-0.75,1.91,walking
0 days 00:10:24,-1.7,0.308,-0.0446,1.73,walking
0 days 00:10:24,-2.62,0.0563,1.24,2.9,walking
0 days 00:10:24,-3.2,-1.13,2.32,4.11,walking
0 days 00:10:24,-3.15,-2.31,2.87,4.85,walking
0 days 00:10:24,-2.44,-3.02,3.06,4.94,walking
0 days 00:10:24,-1.47,-2.87,3.04,4.43,walking
0 days 00:10:24,-0.658,-2.07,2.75,3.5,walking
0 days 00:10:24,-0.25,-1.18,2.17,2.48,walking
0 days 00:10:24,-0.538,-0.383,1.41,1.56,walking
0 days 00:10:24,-1.21,0.416,0.971,1.6,walking
0 days 00:10:24,-2.66,1.22,0.998,3.1,walking
0 days 00:10:24,-3.57,1.12,0.949,3.86,walking
0 days 00:10:24,-3.77,0.254,0.694,3.84,walking
0 days 00:10:24,-3.37,-1,0.495,3.55,walking
0 days 00:10:24,-2.57,-1.91,0.375,3.22,walking
0 days 00:10:24,-1.61,-2.16,0.215,2.7,walking
0 days 00:10:24,-0.775,-1.95,0.0324,2.1,walking
0 days 00:10:24,-0.449,-1.83,-0.119,1.88,walking
0 days 00:10:24,-0.655,-1.45,-0.263,1.62,walking
0 days 00:10:24,-1.11,-0.805,-0.322,1.41,walking
0 days 00:10:24,-1.46,-0.17,-0.201,1.48,walking
0 days 00:10:24,-1.53,0.399,0.0365,1.58,walking
0 days 00:10:25,-1.35,0.935,0.291,1.67,running
0 days 00:10:25,-1.07,1.39,0.486,1.82,running
0 days 00:10:25,-0.818,1.75,0.607,2.03,running
0 days 00:10:25,-0.636,1.92,0.682,2.13,running
0 days 00:10:25,-0.56,1.65,0.692,1.87,running
0 days 00:10:25,-0.589,0.723,0.649,1.14,running
0 days 00:10:25,-0.487,-0.44,0.507,0.83,running
0 days 00:10:25,-0.145,-1.37,0.371,1.43,running
0 days 00:10:25,0.259,-2.05,0.268,2.09,running
0 days 00:10:25,0.57,-2.41,0.15,2.48,running
0 days 00:10:25,0.781,-2.4,0.00499,2.53,running
0 days 00:10:25,1.07,-2.09,-0.206,2.36,running
0 days 00:10:25,1.58,-1.39,-0.543,2.18,running
0 days 00:10:25,2.16,-0.478,-1.02,2.43,running
0 days 00:10:25,2.69,0.251,-1.5,3.09,running
0 days 00:10:25,3.04,0.634,-1.75,3.56,running
0 days 00:10:25,3.19,0.882,-1.75,3.74,running
0 days 00:10:25,3.22,1.22,-1.61,3.8,running
0 days 00:10:25,3.15,1.6,-1.37,3.79,running
0 days 00:10:25,2.89,1.86,-1.04,3.59,running
0 days 00:10:25,2.53,1.84,-0.745,3.22,running
0 days 00:10:25,2.25,1.7,-0.618,2.89,running
0 days 00:10:25,2.05,1.47,-0.47,2.57,running
0 days 00:10:25,1.93,1.14,-0.142,2.24,running
0 days 00:10:25,1.77,0.748,0.318,1.95,running
0 days 00:10:25,1.64,0.518,0.55,1.81,running
0 days 00:10:25,1.66,0.43,0.54,1.79,running
0 days 00:10:25,1.46,0.899,0.33,1.74,running
0 days 00:10:25,1.14,1.66,-0.103,2.02,running
0 days 00:10:25,1.21,1.4,-0.322,1.88,running
0 days 00:10:25,1.44,0.564,-0.38,1.59,running
0 days 00:10:25,1.64,-0.00652,-0.458,1.7,running
0 days 00:10:25,1.77,-0.0603,-0.565,1.86,running
0 days 00:10:25,1.82,0.0521,-0.638,1.93,running
0 days 00:10:25,1.82,0.21,-0.668,1.95,running
0 days 00:10:25,1.7,0.47,-0.74,1.91,running
0 days 00:10:25,1.52,0.935,-0.773,1.95,running
0 days 00:10:25,1.3,1.28,-0.736,1.97,running
0 days 00:10:25,0.944,1.32,-0.731,1.78,running
0 days 00:10:25,0.51,1.12,-0.766,1.45,running
0 days 00:10:25,0.15,1.04,-0.756,1.3,running
0 days 00:10:25,-0.112,0.98,-0.713,1.22,running
0 days 00:10:25,-0.342,0.818,-0.683,1.12,running
0 days 00:10:25,-0.603,0.583,-0.718,1.1,running
0 days 00:10:25,-0.987,0.405,-0.837,1.36,running
0 days 00:10:25,-1.56,0.378,-1.02,1.9,running
0 days 00:10:25,-2.29,0.493,-1.19,2.62,running
0 days 00:10:25,-2.95,0.647,-1.19,3.25,running
0 days 00:10:25,-3.37,0.496,-1.04,3.56,running
0 days 00:10:25,-3.28,-0.0986,-0.739,3.37,running
0 days 00:10:25,-2.58,-1.13,-0.32,2.84,running
0 days 00:10:25,-1.24,-2.32,0.049,2.63,running
0 days 00:10:25,-0.234,-1.92,0.429,1.99,running
0 days 00:10:25,0.268,-0.292,0.473,0.617,running
0 days 00:10:25,1.34,0.908,0.0867,1.62,running
0 days 00:10:25,2.94,1.45,-0.0896,3.28,running
0 days 00:10:25,3.52,0.762,-0.0645,3.61,running
0 days 00:10:25,1.16,-1.27,0.0558,1.72,running
0 days 00:10:25,-0.564,-0.937,0.101,1.1,running
0 days 00:10:25,-0.498,-0.865,-0.381,1.07,running
0 days 00:10:25,0.165,-1.58,-0.695,1.73,running
0 days 00:10:25,0.626,-2.11,-0.809,2.34,running
0 days 00:10:25,0.519,-2.52,-0.714,2.67,running
0 days 00:10:25,-0.109,-3.12,-0.46,3.16,running
0 days 00:10:25,-0.981,-4.02,-0.227,4.15,running
0 days 00:10:25,-1.76,-4.94,0.00277,5.24,running
0 days 00:10:25,-2.7,-4.49,0.322,5.24,running
0 days 00:10:25,-3.47,-4.08,1.14,5.48,running
0 days 00:10:25,-3.89,-4.24,2.18,6.15,running
0 days 00:10:25,-3.8,-4.06,2.72,6.19,running
0 days 00:10:25,-3.32,-3.54,2.97,5.69,running
0 days 00:10:25,-2.56,-2.74,3.24,4.96,running
0 days 00:10:25,-1.47,-1.76,3.52,4.21,running
0 days 00:10:25,-0.356,-0.738,3.8,3.88,running
0 days 00:10:25,0.487,0.247,3.58,3.62,running
0 days 00:10:25,0.628,1.14,2.87,3.15,running
0 days 00:10:25,-1.12,2.59,2.03,3.48,running
0 days 00:10:25,-2.71,2.79,0.958,4.01,running
0 days 00:10:25,-3.39,1.91,-0.0165,3.89,running
0 days 00:10:25,-3.25,0.7,-0.408,3.35,running
0 days 00:10:25,-2.68,-0.417,-0.374,2.74,running
0 days 00:10:25,-1.9,-1.25,-0.086,2.28,running
0 days 00:10:25,-1.08,-1.93,0.279,2.23,running
0 days 00:10:25,-0.404,-2.34,0.491,2.43,running
0 days 00:10:25,-0.113,-2.39,0.493,2.44,running
0 days 00:10:25,-0.357,-1.98,0.408,2.05,running
0 days 00:10:25,-0.773,-1.25,0.274,1.5,running
0 days 00:10:25,-1.01,-0.506,0.101,1.13,running
0 days 00:10:25,-0.894,0.113,0.0577,0.903,running
0 days 00:10:25,-0.561,0.499,0.191,0.775,running
0 days 00:10:25,-0.196,0.597,0.404,0.747,running
0 days 00:10:25,0.0834,0.453,0.569,0.732,running
0 days 00:10:25,0.28,0.204,0.607,0.699,running
0 days 00:10:25,0.448,-0.0307,0.507,0.677,running
0 days 00:10:25,0.587,-0.265,0.346,0.731,running
0 days 00:10:25,0.677,-0.619,0.159,0.931,running
0 days 00:10:25,0.763,-1.11,-0.0383,1.35,running
0 days 00:10:25,1.02,-1.6,-0.258,1.91,running
0 days 00:10:25,1.61,-1.65,-0.59,2.38,running
0 days 00:10:25,2.33,-1.02,-1.16,2.8,running
0 days 00:10:26,2.82,-0.205,-1.89,3.4,running
0 days 00:10:26,3,0.486,-2.53,3.96,running
0 days 00:10:26,3.04,1.05,-2.76,4.24,running
0 days 00:10:26,3,1.41,-2.57,4.19,running
0 days 00:10:26,2.91,1.71,-2.22,4.04,running
0 days 00:10:26,2.78,2.25,-1.87,4.04,running
0 days 00:10:26,2.66,3.12,-1.57,4.39,running
0 days 00:10:26,2.54,3.71,-1.44,4.72,running
0 days 00:10:26,2.35,3.64,-1.32,4.53,running
0 days 00:10:26,2.17,2.89,-1.15,3.79,running
0 days 00:10:26,2.13,1.58,-0.649,2.73,running
0 days 00:10:26,2.17,-0.0691,0.116,2.17,running
0 days 00:10:26,2.15,-0.892,0.452,2.37,running
0 days 00:10:26,1.9,-0.583,0.257,2.01,running
0 days 00:10:26,1.4,0.454,-0.167,1.48,running
0 days 00:10:26,1.09,1.09,-0.755,1.72,running
0 days 00:10:26,1.13,0.852,-1.12,1.81,running
0 days 00:10:26,1.27,0.498,-1.24,1.85,running
0 days 00:10:26,1.34,0.607,-1.2,1.89,running
0 days 00:10:26,1.39,1.06,-1.02,2.03,running
0 days 00:10:26,1.38,1.62,-0.85,2.29,running
0 days 00:10:26,1.19,1.99,-0.77,2.45,running
0 days 00:10:26,0.886,2.23,-0.761,2.52,running
0 days 00:10:26,0.582,2.42,-0.761,2.61,running
0 days 00:10:26,0.32,2.44,-0.686,2.56,running
0 days 00:10:26,0.0969,2.21,-0.627,2.3,running
0 days 00:10:26,-0.0791,1.88,-0.63,1.99,running
0 days 00:10:26,-0.299,1.61,-0.65,1.76,running
0 days 00:10:26,-0.705,1.66,-0.727,1.94,running
0 days 00:10:26,-1.43,2.12,-0.934,2.72,running
0 days 00:10:26,-2.33,2.42,-1.1,3.54,running
0 days 00:10:26,-3.07,1.89,-0.977,3.74,running
0 days 00:10:26,-3.49,0.763,-0.778,3.66,running
0 days 00:10:26,-3.38,-0.596,-0.493,3.46,running
0 days 00:10:26,-1.99,-2.42,-0.192,3.14,running
0 days 00:10:26,0.327,-4.4,0.0931,4.41,running
0 days 00:10:26,0.968,-3.39,0.43,3.55,running
0 days 00:10:26,1.35,-0.339,0.311,1.42,running
0 days 00:10:26,2.31,2.77,-0.0606,3.6,running
0 days 00:10:26,3.1,3.47,-0.51,4.68,running
0 days 00:10:26,1.64,-0.943,-0.946,2.11,running
0 days 00:10:26,-0.591,-3.21,-0.324,3.28,running
0 days 00:10:26,-1.46,-0.487,-0.0957,1.54,running
0 days 00:10:26,-0.887,0.966,-0.73,1.5,running
0 days 00:10:26,-0.206,0.218,-0.819,0.872,running
0 days 00:10:26,0.133,-0.0271,-0.421,0.442,running
0 days 00:10:26,0.12,-0.394,-0.282,0.499,running
0 days 00:10:26,-0.187,-0.96,-0.295,1.02,running
0 days 00:10:26,-0.26,-1.48,-0.375,1.55,running
0 days 00:10:26,-0.321,-1.1,0.0354,1.15,running
0 days 00:10:26,-0.882,-1.78,0.604,2.08,running
0 days 00:10:26,-1.81,-3.72,1.22,4.32,running
0 days 00:10:26,-2.87,-5.76,1.5,6.61,running
0 days 00:10:26,-3.4,-6.51,1.59,7.51,running
0 days 00:10:26,-3.17,-5.93,1.91,6.99,running
0 days 00:10:26,-2.48,-4.58,2.33,5.7,running
0 days 00:10:26,-1.75,-2.62,2.42,3.98,running
0 days 00:10:26,-1.29,-0.664,2.31,2.72,running
0 days 00:10:26,-1.13,0.519,2.05,2.4,running
0 days 00:10:26,-1.21,0.995,1.83,2.41,running
0 days 00:10:26,-1.43,1.08,1.64,2.42,running
0 days 00:10:26,-1.54,1.06,1.47,2.38,running
0 days 00:10:26,-1.56,1.08,1.32,2.32,running
0 days 00:10:26,-1.57,1.29,1.22,2.37,running
0 days 00:10:26,-1.96,1.64,1.24,2.85,running
0 days 00:10:26,-3.4,0.0214,1.33,3.65,running
0 days 00:10:26,-4.1,-2.21,1.11,4.79,running
0 days 00:10:26,-3.99,-4.19,0.945,5.87,running
0 days 00:10:26,-3.26,-5.54,0.847,6.49,running
0 days 00:10:26,-2.14,-5.7,0.646,6.13,running
0 days 00:10:26,-0.939,-4.43,0.342,4.54,running
0 days 00:10:26,-0.0219,-2.39,0.0799,2.39,running
0 days 00:10:26,0.361,-0.586,0.0552,0.69,running
0 days 00:10:26,0.366,0.523,0.221,0.675,running
0 days 00:10:26,0.18,0.97,0.37,1.05,running
0 days 00:10:26,-0.002,0.865,0.34,0.929,running
0 days 00:10:26,-0.0193,0.396,0.122,0.414,running
0 days 00:10:26,0.171,-0.218,-0.154,0.317,running
0 days 00:10:26,0.483,-0.765,-0.36,0.974,running
0 days 00:10:26,0.85,-1.16,-0.471,1.51,running
0 days 00:10:26,1.37,-1.32,-0.604,2,running
0 days 00:10:26,2.13,-1.07,-0.861,2.53,running
0 days 00:10:26,2.85,-0.491,-1.36,3.19,running
0 days 00:10:26,3.29,0.243,-2.12,3.92,running
0 days 00:10:26,3.54,1.35,-2.87,4.75,running
0 days 00:10:26,3.69,2.21,-3.05,5.27,running
0 days 00:10:26,3.69,2.5,-2.54,5.13,running
0 days 00:10:26,3.5,2.38,-1.83,4.61,running
0 days 00:10:26,3.12,2.02,-1.25,3.92,running
0 days 00:10:26,2.78,1.64,-0.824,3.33,running
0 days 00:10:26,2.58,1.32,-0.582,2.96,running
0 days 00:10:26,2.46,1.22,-0.644,2.82,running
0 days 00:10:26,2.35,1.37,-0.935,2.87,running
0 days 00:10:26,2.12,1.51,-0.963,2.77,running
0 days 00:10:26,1.83,1.56,-0.663,2.49,running
0 days 00:10:26,1.56,1.66,-0.173,2.29,running
0 days 00:10:26,1.5,1.93,0.367,2.47,running
0 days 00:10:26,1.66,2.23,0.687,2.87,running
0 days 00:10:26,1.83,2.43,0.636,3.11,running
0 days 00:10:26,1.81,2.18,0.342,2.86,running
0 days 00:10:27,1.66,1.64,-0.0105,2.33,running
0 days 00:10:27,1.44,1.09,-0.225,1.82,running
0 days 00:10:27,1.18,0.659,-0.339,1.4,running
0 days 00:10:27,0.916,0.497,-0.437,1.13,running
0 days 00:10:27,0.593,0.55,-0.517,0.96,running
0 days 00:10:27,0.279,0.687,-0.543,0.919,running
0 days 00:10:27,0.0953,0.882,-0.504,1.02,running
0 days 00:10:27,-0.0637,0.802,-0.384,0.891,running
0 days 00:10:27,-0.241,0.466,-0.223,0.57,running
0 days 00:10:27,-0.437,0.0785,-0.0735,0.45,running
0 days 00:10:27,-0.725,-0.196,-0.0806,0.755,running
0 days 00:10:27,-1.08,-0.13,-0.224,1.11,running
0 days 00:10:27,-1.57,0.293,-0.484,1.67,running
0 days 00:10:27,-2.22,1.07,-0.789,2.58,running
0 days 00:10:27,-2.89,1.75,-0.864,3.49,running
0 days 00:10:27,-3.39,1.64,-0.733,3.84,running
0 days 00:10:27,-3.33,0.358,-0.492,3.39,running
0 days 00:10:27,-2.34,-1.72,-0.259,2.91,running
0 days 00:10:27,-0.53,-3.78,0.0537,3.82,running
0 days 00:10:27,0.526,-3.34,0.277,3.39,running
0 days 00:10:27,0.783,-0.958,0.0581,1.24,running
0 days 00:10:27,1.19,0.853,-0.287,1.49,running
0 days 00:10:27,1.81,1.69,-0.562,2.54,running
0 days 00:10:27,1.41,0.699,-1.01,1.87,running
0 days 00:10:27,-0.319,-1.81,-1.01,2.09,running
0 days 00:10:27,-1.74,-2.34,-0.2,2.92,running
0 days 00:10:27,-2.03,-1.11,0.245,2.33,running
0 days 00:10:27,-1.2,-0.372,-0.11,1.26,running
0 days 00:10:27,-0.179,-0.416,-0.535,0.701,running
0 days 00:10:27,0.0806,0.0272,-0.425,0.434,running
0 days 00:10:27,0.346,0.543,-0.409,0.762,running
0 days 00:10:27,0.477,0.62,-0.537,0.948,running
0 days 00:10:27,0.543,0.293,-0.613,0.87,running
0 days 00:10:27,0.112,0.658,-0.557,0.869,running
0 days 00:10:27,-0.47,0.122,-0.415,0.639,running
0 days 00:10:27,-1.53,-2.56,-0.0791,2.98,running
0 days 00:10:27,-2.87,-6.6,0.397,7.21,running
0 days 00:10:27,-3.56,-9.14,0.609,9.82,running
0 days 00:10:27,-3.4,-9.26,0.754,9.89,running
0 days 00:10:27,-2.81,-7.78,1.07,8.34,running
0 days 00:10:27,-1.97,-5.57,1.59,6.12,running
0 days 00:10:27,-1.02,-3.36,2.24,4.17,running
0 days 00:10:27,-0.234,-1.5,2.63,3.03,running
0 days 00:10:27,0.101,0.215,2.69,2.7,running
0 days 00:10:27,0.0971,1.32,2.54,2.86,running
0 days 00:10:27,-0.052,1.84,2.26,2.92,running
0 days 00:10:27,-0.433,1.9,1.76,2.63,running
0 days 00:10:27,-0.977,1.97,1.26,2.54,running
0 days 00:10:27,-1.81,2.45,1.08,3.24,running
0 days 00:10:27,-2.81,2.73,1.04,4.05,running
0 days 00:10:27,-3.49,2.07,0.952,4.17,running
0 days 00:10:27,-3.52,0.736,0.706,3.66,running
0 days 00:10:27,-2.97,-0.884,0.482,3.14,running
0 days 00:10:27,-2.08,-2.34,0.359,3.15,running
0 days 00:10:27,-1.1,-3.27,0.229,3.45,running
0 days 00:10:27,-0.323,-3.53,0.0703,3.55,running
0 days 00:10:27,0.125,-3.06,-0.0218,3.07,running
0 days 00:10:27,0.14,-2.16,0.011,2.17,running
0 days 00:10:27,-0.17,-1.06,0.179,1.09,running
0 days 00:10:27,-0.489,-0.185,0.415,0.667,running
0 days 00:10:27,-0.54,0.335,0.571,0.855,running
0 days 00:10:27,-0.341,0.582,0.589,0.896,running
0 days 00:10:27,-0.0577,0.555,0.581,0.806,running
0 days 00:10:27,0.22,0.38,0.559,0.71,running
0 days 00:10:27,0.402,0.14,0.441,0.613,running
0 days 00:10:27,0.456,-0.107,0.218,0.516,running
0 days 00:10:27,0.455,-0.372,-0.0544,0.591,running
0 days 00:10:27,0.563,-0.616,-0.266,0.876,running
0 days 00:10:27,0.899,-0.767,-0.381,1.24,running
0 days 00:10:27,1.48,-0.755,-0.424,1.71,running
0 days 00:10:27,2.17,-0.605,-0.455,2.3,running
0 days 00:10:27,2.76,-0.459,-0.622,2.87,running
0 days 00:10:27,3.14,-0.446,-0.961,3.32,running
0 days 00:10:27,3.28,-0.508,-1.35,3.59,running
0 days 00:10:27,3.22,-0.398,-1.7,3.67,running
0 days 00:10:27,3.02,-0.0115,-1.95,3.59,running
0 days 00:10:27,2.73,0.579,-2.07,3.48,running
0 days 00:10:27,2.38,1.19,-2.01,3.34,running
0 days 00:10:27,2.01,1.66,-1.63,3.07,running
0 days 00:10:27,1.64,1.92,-1.09,2.75,running
0 days 00:10:27,1.31,1.85,-0.595,2.35,running
0 days 00:10:27,1.06,1.44,-0.301,1.82,running
0 days 00:10:27,0.863,1.46,-0.21,1.71,running
0 days 00:10:27,0.938,1.64,-0.403,1.93,running
0 days 00:10:27,1.26,1.51,-0.676,2.08,running
0 days 00:10:27,1.63,1.05,-0.676,2.05,running
0 days 00:10:27,2.02,0.882,-0.6,2.29,running
0 days 00:10:27,2.42,0.962,-0.523,2.65,running
0 days 00:10:27,2.74,1.2,-0.462,3.03,running
0 days 00:10:27,2.81,1.39,-0.478,3.17,running
0 days 00:10:27,2.63,1.6,-0.528,3.13,running
0 days 00:10:27,2.27,1.92,-0.663,3.05,running
0 days 00:10:27,1.7,2.16,-0.797,2.86,running
0 days 00:10:27,1.1,2.21,-0.831,2.6,running
0 days 00:10:27,0.685,2.31,-0.885,2.57,running
0 days 00:10:27,0.416,2.39,-0.906,2.59,running
0 days 00:10:27,0.242,2.42,-0.885,2.58,running
0 days 00:10:27,0.15,2.31,-0.788,2.44,running
0 days 00:10:27,0.0775,2.24,-0.673,2.34,running
0 days 00:10:27,-0.0285,2.14,-0.532,2.2,running
0 days 00:10:28,-0.253,1.95,-0.418,2.01,running
0 days 00:10:28,-0.616,1.71,-0.364,1.85,running
0 days 00:10:28,-1.15,1.43,-0.363,1.87,running
0 days 00:10:28,-1.88,1.13,-0.383,2.23,running
0 days 00:10:28,-2.59,0.961,-0.38,2.79,running
0 days 00:10:28,-3.01,0.949,-0.243,3.17,running
0 days 00:10:28,-3.21,0.714,-0.0182,3.29,running
0 days 00:10:28,-2.94,0.211,0.211,2.96,running
0 days 00:10:28,-1.95,-0.602,0.433,2.08,running
0 days 00:10:28,-0.426,-1.52,0.576,1.68,running
0 days 00:10:28,0.343,-1.23,0.318,1.31,running
0 days 00:10:28,0.749,-0.0614,-0.157,0.768,running
0 days 00:10:28,1.52,0.795,-0.499,1.79,running
0 days 00:10:28,2.36,1.22,-0.686,2.75,running
0 days 00:10:28,1.81,-0.477,-1.17,2.21,running
0 days 00:10:28,-0.537,-4.17,-1.63,4.5,running
0 days 00:10:28,-2.42,-3.94,-0.962,4.72,running
0 days 00:10:28,-2.6,-0.527,0.0418,2.66,running
0 days 00:10:28,-1.35,1.68,0.275,2.18,running
0 days 00:10:28,0.72,1.13,-0.283,1.37,running
0 days 00:10:28,2.03,0.969,-0.474,2.3,running
0 days 00:10:28,2.28,1.32,-0.199,2.64,running
0 days 00:10:28,2.09,1.27,-0.246,2.46,running
0 days 00:10:28,1.8,1.1,-0.568,2.18,running
0 days 00:10:28,1.03,1.93,-0.829,2.34,running
0 days 00:10:28,-0.457,2.78,-0.481,2.86,running
0 days 00:10:28,-1.99,0.799,0.178,2.15,running
0 days 00:10:28,-3.83,-3.28,0.902,5.12,running
0 days 00:10:28,-4.92,-6.83,1.57,8.56,running
0 days 00:10:28,-4.41,-7.69,1.81,9.05,running
0 days 00:10:28,-2.87,-6.71,1.88,7.54,running
0 days 00:10:28,-1.16,-4.58,1.88,5.08,running
0 days 00:10:28,0.0471,-2.29,1.76,2.89,running
0 days 00:10:28,0.547,-0.507,1.59,1.76,running
0 days 00:10:28,0.552,0.663,1.55,1.77,running
0 days 00:10:28,0.325,1.17,1.48,1.92,running
0 days 00:10:28,-1.19,2.89,1.73,3.57,running
0 days 00:10:28,-2.76,4.42,1.89,5.54,running
0 days 00:10:28,-3.46,4.49,1.56,5.88,running
0 days 00:10:28,-2.99,3.05,0.991,4.38,running
0 days 00:10:28,-1.99,1.04,0.51,2.31,running
0 days 00:10:28,-1.29,-1,0.235,1.65,running
0 days 00:10:28,-0.933,-2.73,0.0608,2.89,running
0 days 00:10:28,-0.826,-3.46,-0.045,3.56,running
0 days 00:10:28,-1.13,-2.71,-0.0614,2.94,running
0 days 00:10:28,-1.49,-1.35,0.0698,2.01,running
0 days 00:10:28,-1.48,-0.174,0.295,1.52,running
0 days 00:10:28,-1.22,0.507,0.489,1.41,running
0 days 00:10:28,-0.792,0.663,0.682,1.24,running
0 days 00:10:28,-0.288,0.324,0.817,0.925,running
0 days 00:10:28,0.134,-0.424,0.811,0.924,running
0 days 00:10:28,0.344,-1.3,0.647,1.49,running
0 days 00:10:28,0.287,-1.84,0.343,1.9,running
0 days 00:10:28,0.211,-1.85,-0.0114,1.86,running
0 days 00:10:28,0.329,-1.46,-0.296,1.52,running
0 days 00:10:28,0.529,-0.686,-0.487,0.994,running
0 days 00:10:28,0.737,0.272,-0.598,0.988,running
0 days 00:10:28,1.26,1.01,-0.648,1.74,running
0 days 00:10:28,2.15,0.924,-0.87,2.49,running
0 days 00:10:28,2.82,0.2,-1.3,3.11,running
0 days 00:10:28,3.16,-0.0803,-1.73,3.6,running
0 days 00:10:28,3.38,0.0451,-1.8,3.83,running
0 days 00:10:28,3.53,0.287,-1.67,3.92,running
0 days 00:10:28,3.51,0.672,-1.57,3.9,running
0 days 00:10:28,3.2,0.839,-1.43,3.6,running
0 days 00:10:28,2.66,1.02,-1.22,3.1,running
0 days 00:10:28,2.12,1.19,-0.986,2.62,running
0 days 00:10:28,1.77,1.23,-0.755,2.28,running
0 days 00:10:28,1.54,0.91,-0.423,1.84,running
0 days 00:10:28,1.38,0.74,-0.086,1.57,running
0 days 00:10:28,1.22,1.64,-0.0301,2.04,running
0 days 00:10:28,1.17,2.58,-0.144,2.84,running
0 days 00:10:28,1.59,2.16,-0.32,2.7,running
0 days 00:10:28,2.11,0.987,-0.556,2.39,running
0 days 00:10:28,2.4,0.411,-0.879,2.59,running
0 days 00:10:28,2.47,0.661,-1.22,2.83,running
0 days 00:10:28,2.3,1.09,-1.4,2.91,running
0 days 00:10:28,1.93,1.48,-1.44,2.82,running
0 days 00:10:28,1.52,2,-1.36,2.86,running
0 days 00:10:28,1.01,2.31,-1.28,2.83,running
0 days 00:10:28,0.505,2.39,-1.21,2.73,running
0 days 00:10:28,0.134,2.42,-1.15,2.68,running
0 days 00:10:28,-0.112,2.29,-1.04,2.52,running
0 days 00:10:28,-0.229,2.14,-0.984,2.36,running
0 days 00:10:28,-0.27,2,-0.95,2.23,running
0 days 00:10:28,-0.271,1.87,-0.926,2.1,running
0 days 00:10:28,-0.384,1.74,-0.929,2.01,running
0 days 00:10:28,-0.724,1.84,-1,2.22,running
0 days 00:10:28,-1.38,2.13,-1.17,2.79,running
0 days 00:10:28,-2.14,2.18,-1.25,3.3,running
0 days 00:10:28,-2.7,1.96,-1.2,3.55,running
0 days 00:10:28,-2.7,1.37,-1.04,3.2,running
0 days 00:10:28,-1.62,0.263,-0.589,1.75,running
0 days 00:10:28,0.0398,-0.952,-0.192,0.972,running
0 days 00:10:28,0.76,-1.15,-0.0743,1.38,running
0 days 00:10:28,1.04,-0.515,-0.223,1.18,running
0 days 00:10:28,1.61,0.304,-0.579,1.74,running
0 days 00:10:28,1.39,-0.613,-0.95,1.79,running
0 days 00:10:28,-0.142,-2.35,-0.994,2.55,running
0 days 00:10:28,-1.28,-0.738,0.0244,1.48,running
0 days 00:10:29,-1.77,2.28,0.442,2.92,running
0 days 00:10:29,0.0245,2.52,-0.32,2.54,running
0 days 00:10:29,1.11,2.8,-0.599,3.07,running
0 days 00:10:29,1.83,2.46,-0.369,3.09,running
0 days 00:10:29,2.29,1.37,-0.311,2.69,running
0 days 00:10:29,2.44,0.246,-0.361,2.48,running
0 days 00:10:29,2.37,-0.781,-0.54,2.55,running
0 days 00:10:29,1.96,-1.79,-0.726,2.75,running
0 days 00:10:29,0.613,-1.37,-1.02,1.81,running
0 days 00:10:29,-2.23,-0.591,-1.25,2.62,running
0 days 00:10:29,-5.01,-2.83,-0.208,5.75,running
0 days 00:10:29,-6.56,-5.05,1.29,8.38,running
0 days 00:10:29,-6.86,-6.53,2.57,9.81,running
0 days 00:10:29,-5.62,-6.89,2.62,9.27,running
0 days 00:10:29,-3.45,-5.86,1.46,6.95,running
0 days 00:10:29,-1.68,-4.42,0.855,4.8,running
0 days 00:10:29,-0.72,-3.29,0.874,3.48,running
0 days 00:10:29,-0.26,-2.46,1.18,2.74,running
0 days 00:10:29,-0.335,-1.03,1.67,1.99,running
0 days 00:10:29,-1.49,2.56,2.29,3.74,running
0 days 00:10:29,-2.37,4.82,2.42,5.89,running
0 days 00:10:29,-2.75,5.51,2.11,6.51,running
0 days 00:10:29,-2.43,4.16,1.47,5.04,running
0 days 00:10:29,-2.04,1.08,0.679,2.4,running
0 days 00:10:29,-1.81,-2.24,0.111,2.88,running
0 days 00:10:29,-1.42,-4.5,-0.235,4.73,running
0 days 00:10:29,-0.843,-5.38,-0.423,5.46,running
0 days 00:10:29,-0.301,-4.87,-0.347,4.9,running
0 days 00:10:29,-0.209,-3.51,-0.0517,3.51,running
0 days 00:10:29,-0.493,-1.84,0.314,1.93,running
0 days 00:10:29,-0.912,-0.286,0.648,1.15,running
0 days 00:10:29,-1.2,1.03,0.779,1.76,running
